"","V1","V2","V3","V4","V5","V6","V7"
"3962",1,1,298,375,143,2007,2696
"3963",1,0,298,0,0,2006,1289
"3964",1,1,298,0,273,2009,3052
"3965",1,2,355,0,0,2006,50165
"3966",1,0,342,0,0,2006,50459
"3967",1,1,341,350,272,2009,2573
"3968",1,2,329,0,256,2007,1592
"3969",2,1,0,0,0,2004,2613
"3970",1,2,355,341,262,2009,2052
"3971",2,2,371,393,0,2004,3121
"3972",1,2,331,338,0,2007,1679
"3973",1,2,332,298,222,2006,25737
"3974",1,2,363,0,0,2005,0
"3975",2,1,368,310,310,2005,2041
"3976",1,1,350,333,274,2009,1699
"3977",1,1,291,0,0,2006,15917
"3978",1,1,367,350,321,2007,2701
"3979",5,1,393,0,0,2008,2674
"3980",1,1,341,0,0,2005,0
"3981",1,2,319,0,267,2007,2749
"3982",1,1,341,291,144,2008,2596
"3983",1,1,340,330,273,2009,3012
"3984",2,2,314,298,0,2004,0
"3985",1,1,292,383,0,2005,0
"3986",2,1,355,0,0,2005,1736
"3987",2,2,352,0,0,2003,1824
"3988",1,2,314,367,144,2006,0
"3989",2,1,375,0,0,2004,2326
"3990",1,0,342,310,0,2005,1512
"3991",1,1,363,0,224,2006,0
"3992",1,1,375,0,0,2007,4677
"3993",1,1,297,365,0,2006,1888
"3994",2,1,314,295,0,0,50017
"3995",1,2,327,0,0,2006,3020
"3996",1,2,355,382,323,2006,1608
"3997",2,2,314,289,278,2004,1456
"3998",2,1,314,0,0,2005,1490
"3999",1,1,341,0,0,2007,2253
"4000",1,1,366,338,328,2006,1734
"4001",1,2,360,0,323,2008,3029
"4002",2,2,341,367,0,2005,2663
"4003",1,1,371,363,331,2005,50086
"4004",1,2,301,0,265,2009,1632
"4005",1,2,293,348,0,2008,2849
"4006",1,1,309,383,202,2007,50024
"4007",1,1,379,0,0,0,4295
"4008",1,0,367,0,0,2007,1596
"4009",1,1,379,368,273,2009,50347
"4010",1,2,355,382,0,2007,3058
"4011",1,2,315,0,273,2009,17263
"4012",1,1,348,369,0,2006,1529
"4013",1,2,0,0,264,2009,1963
"4014",1,1,298,377,351,2008,1344
"4015",1,2,367,389,303,2006,2663
"4016",1,1,0,0,260,2009,2182
"4017",1,1,368,386,0,2007,50152
"4018",1,1,340,386,333,0,2253
"4019",2,2,362,0,0,0,0
"4020",1,1,390,355,0,0,0
"4021",1,0,0,0,0,0,0
"4022",1,0,0,0,0,0,0
"4023",1,2,390,307,0,2005,0
"4024",1,1,354,0,0,2008,2381
"4025",4,0,0,0,0,0,0
"4026",1,2,355,341,0,2007,2326
"4027",1,2,299,304,273,2009,1800
"4028",2,0,383,0,0,1999,2227
"4029",1,0,308,0,0,2008,2734
"4030",1,1,329,0,267,2008,1764
"4031",1,1,330,294,0,2008,2849
"4032",1,1,0,0,0,0,0
"4033",1,1,341,0,0,2008,2439
"4034",1,1,350,329,358,2009,50254
"4035",5,1,331,0,0,2009,4259
"4036",5,2,301,294,0,2010,25799
"4037",2,0,291,0,0,2005,2198
"4038",1,2,317,314,343,2007,1667
"4039",2,1,367,0,0,2005,2954
"4040",2,2,298,359,0,2003,25806
"4041",1,2,298,314,266,2009,2233
"4042",1,2,339,0,195,2004,2993
"4043",1,1,355,293,0,2008,1912
"4044",1,2,301,365,139,2008,1736
"4045",2,2,298,0,355,2001,3080
"4046",1,1,355,0,257,2007,1823
"4047",2,2,306,0,0,2005,1606
"4048",1,2,319,351,0,2005,2054
"4049",1,1,371,363,0,2009,58927
"4050",2,1,381,386,314,2005,2026
"4051",1,2,364,315,0,2008,16506
"4052",1,1,356,0,0,2007,2416
"4053",1,2,327,0,0,0,0
"4054",5,2,301,0,0,2010,55579
"4055",1,1,292,390,0,2008,50560
"4056",2,1,350,0,0,2005,2889
"4057",1,2,330,0,0,2007,2223
"4058",1,2,298,0,147,2008,0
"4059",1,0,0,0,0,0,0
"4060",1,1,350,329,0,2008,2661
"4061",2,2,314,0,0,2005,1451
"4062",1,1,374,0,0,2007,50086
"4063",1,1,350,0,0,2007,1835
"4064",1,2,387,0,137,2006,2041
"4065",1,2,365,0,324,2008,2823
"4066",1,1,375,351,233,2007,0
"4067",1,2,321,0,0,2007,2747
"4068",2,2,348,0,0,2004,1511
"4069",1,1,300,0,144,2008,51796
"4070",1,1,341,382,0,2008,2790
"4071",1,2,367,368,324,2007,3029
"4072",4,2,0,0,0,0,2201
"4073",1,2,336,0,0,2007,50532
"4074",1,2,298,323,0,2008,9224
"4075",1,2,379,304,338,2007,2379
"4076",1,2,298,347,0,2007,2823
"4077",1,2,294,372,262,2009,50152
"4078",1,2,0,0,0,0,0
"4079",1,2,0,0,0,2008,57034
"4080",1,1,291,0,0,2007,0
"4081",2,2,355,0,0,2005,2061
"4082",1,2,314,351,260,2008,1594
"4083",1,0,355,304,0,2007,51302
"4084",1,1,331,0,263,2005,0
"4085",1,0,0,0,0,0,0
"4086",1,0,327,0,0,0,0
"4087",1,1,390,0,0,0,0
"4088",1,0,390,382,0,0,55170
"4089",1,2,0,0,0,0,0
"4090",1,2,329,373,0,2006,0
"4091",1,1,348,314,0,0,0
"4092",1,2,378,351,0,2005,2381
"4093",1,1,293,0,0,2006,50024
"4094",5,1,361,0,0,2008,2674
"4095",1,2,365,297,0,2005,0
"4096",2,1,314,371,0,2004,1608
"4097",1,1,323,324,0,2005,2268
"4098",2,2,329,0,0,2004,1626
"4099",1,2,326,327,0,2006,2767
"4100",1,2,390,363,256,2009,2201
"4101",1,2,367,0,0,2006,0
"4102",1,1,367,369,0,2007,2902
"4103",5,1,301,0,0,0,50586
"4104",1,1,355,360,0,2006,2868
"4105",2,1,298,350,0,2005,1909
"4106",1,1,0,0,0,0,50500
"4107",1,2,319,0,260,2009,2346
"4108",1,1,329,0,271,2007,1996
"4109",2,1,351,0,0,2005,0
"4110",1,1,348,303,0,2007,1506
"4111",2,1,306,0,324,2004,0
"4112",1,2,340,0,267,2008,1898
"4113",1,2,298,303,0,2007,0
"4114",1,1,375,0,314,2007,3021
"4115",3,2,365,0,0,0,0
"4116",1,1,355,0,269,2009,1734
"4117",2,2,340,367,0,2004,2221
"4118",1,1,329,294,0,2007,1843
"4119",1,1,367,354,0,2009,2969
"4120",1,2,368,379,0,2007,2895
"4121",1,1,340,0,0,2008,1420
"4122",1,2,350,0,0,2006,2768
"4123",1,2,387,378,0,2008,2695
"4124",1,2,0,357,0,2007,52837
"4125",1,0,298,0,0,0,0
"4126",1,2,298,0,298,2006,2995
"4127",1,1,367,0,0,2008,50341
"4128",2,2,355,0,0,2005,50165
"4129",4,0,0,0,0,0,0
"4130",1,2,375,350,217,2007,2364
"4131",1,2,355,0,0,2008,1274
"4132",1,1,0,0,320,2008,1996
"4133",1,1,360,338,0,2009,2824
"4134",1,1,0,0,0,2008,2204
"4135",1,1,390,368,233,0,51227
"4136",1,1,314,0,0,2007,1268
"4137",1,2,355,0,222,2008,2696
"4138",1,1,368,0,0,2007,1294
"4139",1,1,291,0,0,2007,1666
"4140",5,2,393,0,0,2008,5999
"4141",2,1,356,0,0,0,2133
"4142",2,1,332,371,341,2004,1902
"4143",2,1,384,0,0,2005,2728
"4144",1,2,363,305,263,2007,2749
"4145",1,1,368,379,0,2006,1288
"4146",1,2,365,0,262,2009,0
"4147",2,2,300,0,0,2005,50165
"4148",2,1,298,0,0,2004,1763
"4149",5,1,319,338,0,2010,754
"4150",1,2,367,302,267,2008,2257
"4151",1,1,291,355,0,2006,2868
"4152",2,2,0,0,0,0,1487
"4153",1,2,329,0,0,2005,2498
"4154",1,0,0,0,0,0,0
"4155",2,2,298,0,0,2004,0
"4156",1,1,341,296,0,2007,2688
"4157",1,2,297,351,215,2005,0
"4158",1,2,348,0,0,2007,1473
"4159",1,0,351,381,0,2005,0
"4160",1,1,375,0,269,2009,2054
"4161",1,2,367,0,214,2006,0
"4162",2,2,314,382,0,2002,1594
"4163",1,1,0,0,259,2009,2896
"4164",1,0,317,0,0,0,0
"4165",1,0,0,0,0,0,0
"4166",1,2,340,0,202,2006,21596
"4167",1,2,297,303,187,2007,52304
"4168",1,1,0,0,259,2009,1268
"4169",1,1,390,0,0,2009,2788
"4170",1,1,341,335,219,0,1732
"4171",1,0,0,0,0,0,0
"4172",1,1,290,0,0,2007,2696
"4173",1,1,292,0,0,2008,1320
"4174",1,2,329,0,0,2007,2674
"4175",1,2,350,291,231,2005,1770
"4176",1,1,341,0,0,2005,2917
"4177",2,0,0,0,0,0,0
"4178",1,2,365,0,0,2006,2422
"4179",2,1,367,0,0,2005,2605
"4180",2,2,298,0,0,0,1389
"4181",1,0,298,314,0,2006,52304
"4182",1,1,355,367,0,2007,50485
"4183",2,1,298,0,0,2004,2615
"4184",1,2,308,293,0,2007,50800
"4185",1,1,0,0,0,2009,53638
"4186",1,2,300,326,324,2007,2830
"4187",1,2,355,351,269,2009,1733
"4188",2,2,319,0,0,2005,1272
"4189",1,1,298,0,0,2006,0
"4190",1,2,308,367,0,2009,25785
"4191",1,0,0,0,0,0,0
"4192",1,2,314,0,161,2007,2305
"4193",1,0,0,0,0,0,0
"4194",1,1,369,367,261,2009,3118
"4195",1,1,329,0,269,2009,2292
"4196",1,2,306,0,0,0,0
"4197",1,1,367,350,0,2007,3121
"4198",1,1,0,0,0,2008,1764
"4199",1,2,303,319,0,2007,50606
"4200",1,1,293,379,0,2008,3133
"4201",1,1,316,0,0,2005,1596
"4202",2,1,375,0,328,2004,2443
"4203",1,1,334,0,0,2008,1763
"4204",1,1,298,377,267,2008,1607
"4205",1,2,298,340,0,2006,1952
"4206",1,1,363,329,0,2008,1667
"4207",1,2,290,289,211,0,0
"4208",1,1,350,290,0,2008,50015
"4209",1,1,374,350,315,2008,1320
"4210",1,1,367,366,0,2006,50606
"4211",5,2,0,0,0,0,0
"4212",1,1,355,0,0,2007,0
"4213",1,1,355,0,0,2008,1596
"4214",2,2,319,0,0,2003,1654
"4215",2,1,306,0,0,2005,2749
"4216",1,1,367,298,0,2006,6392
"4217",2,2,309,298,0,2004,1320
"4218",1,0,0,0,0,0,0
"4219",2,2,317,379,0,2005,0
"4220",1,1,355,313,352,2008,2041
"4221",1,1,368,0,265,2009,56377
"4222",1,2,327,298,264,2009,2426
"4223",2,1,290,289,0,2005,2190
"4224",1,1,348,363,0,2005,2353
"4225",2,2,306,308,0,2005,0
"4226",1,2,316,319,0,2007,1787
"4227",1,1,0,0,263,0,0
"4228",5,1,382,0,0,2007,0
"4229",2,1,367,0,0,2005,0
"4230",2,2,298,0,0,2005,1617
"4231",1,1,301,0,260,2009,2954
"4232",2,2,363,0,0,2004,2962
"4233",1,0,350,296,0,2008,1654
"4234",1,2,326,365,0,2007,2201
"4235",1,2,367,0,0,2005,1933
"4236",2,1,329,0,0,0,0
"4237",1,2,298,333,269,2009,1268
"4238",2,1,360,0,0,2005,2764
"4239",1,1,314,0,0,2006,1734
"4240",1,1,343,0,135,2008,1996
"4241",1,1,355,0,128,2008,2268
"4242",1,2,319,363,324,2006,50028
"4243",1,1,316,295,256,2009,50747
"4244",1,2,367,0,0,2006,1552
"4245",2,1,314,380,275,2005,2190
"4246",1,2,0,0,0,2008,50498
"4247",1,2,298,344,133,2008,0
"4248",1,2,357,379,0,2007,1387
"4249",1,2,367,383,276,2006,1913
"4250",2,1,367,0,0,2005,2303
"4251",1,2,291,334,335,2007,25604
"4252",2,1,355,335,0,2004,0
"4253",1,2,340,0,0,2006,0
"4254",1,1,350,0,318,2006,9423
"4255",1,1,382,0,145,2008,1857
"4256",1,1,368,0,0,2008,2756
"4257",1,1,341,386,0,2006,25996
"4258",1,0,0,0,0,0,0
"4259",1,0,0,0,0,0,0
"4260",2,2,355,357,0,2005,2257
"4261",1,1,0,0,0,2007,1909
"4262",1,1,350,333,267,2005,0
"4263",1,2,327,0,324,2007,1800
"4264",1,2,346,379,362,2007,25757
"4265",2,1,314,0,0,2004,25870
"4266",1,2,349,368,0,2006,2696
"4267",1,0,0,0,0,0,0
"4268",1,1,298,0,0,2005,1552
"4269",1,1,368,381,0,2007,50975
"4270",1,2,289,290,320,2006,2397
"4271",4,2,0,0,0,0,0
"4272",2,0,367,389,0,0,0
"4273",1,2,0,0,0,0,55170
"4274",1,1,329,379,272,2006,0
"4275",1,1,368,0,0,0,2904
"4276",1,1,368,369,141,2008,0
"4277",1,2,301,365,0,2007,1744
"4278",1,1,366,0,0,0,50034
"4279",1,1,355,0,0,2007,3032
"4280",2,1,383,0,0,2005,50541
"4281",1,1,334,0,199,0,0
"4282",1,2,298,355,324,2008,1734
"4283",1,1,367,0,0,0,0
"4284",1,1,394,358,0,0,0
"4285",1,1,293,291,263,0,0
"4286",1,2,371,351,256,2009,1420
"4287",1,2,355,0,0,2006,1787
"4288",1,1,333,348,273,2008,1424
"4289",1,1,371,0,264,2006,0
"4290",1,1,317,0,0,2006,17636
"4291",1,1,341,0,313,2008,2824
"4292",1,1,362,347,273,2009,3053
"4293",2,2,306,0,0,2004,17536
"4294",1,1,0,0,0,0,2685
"4295",3,2,334,0,0,0,0
"4296",1,1,368,0,199,2007,2956
"4297",1,1,0,0,129,2008,4655
"4298",1,1,342,343,239,2005,1654
"4299",1,1,355,390,270,2009,1511
"4300",1,1,368,355,0,2008,20681
"4301",1,2,308,0,0,2004,2756
"4302",1,1,355,390,0,2005,23965
"4303",1,0,0,0,0,0,0
"4304",1,2,368,0,0,2007,1319
"4305",5,0,0,0,0,0,0
"4306",1,2,355,0,295,2006,0
"4307",1,2,355,326,273,2009,2152
"4308",1,2,314,0,0,2006,2325
"4309",1,2,319,355,0,2005,0
"4310",1,0,374,368,0,0,2780
"4311",1,0,0,0,0,0,0
"4312",1,1,314,0,257,2009,2049
"4313",2,2,350,0,0,2000,2490
"4314",1,2,292,315,202,2006,50732
"4315",1,2,327,0,307,2008,1913
"4316",1,1,292,377,0,2007,1326
"4317",1,0,340,0,0,0,0
"4318",1,2,367,0,178,2006,2277
"4319",1,2,367,362,0,2008,2550
"4320",2,1,355,382,0,2005,1486
"4321",2,2,306,0,256,2003,2248
"4322",1,1,340,0,318,2006,2152
"4323",2,1,371,350,0,2005,2794
"4324",1,1,360,0,274,2009,2505
"4325",1,2,292,334,264,2009,2649
"4326",1,1,0,0,0,2008,2973
"4327",1,2,321,0,237,2007,2381
"4328",1,2,368,386,323,2008,3004
"4329",2,2,298,0,0,2004,50054
"4330",2,2,340,386,287,2005,1333
"4331",1,1,367,341,0,0,2460
"4332",2,0,0,0,0,0,0
"4333",1,2,0,0,0,2008,2803
"4334",1,2,292,0,362,2007,1320
"4335",1,1,306,0,324,2007,2756
"4336",1,2,367,340,351,2008,26753
"4337",1,2,355,329,329,2007,3065
"4338",2,1,368,0,0,0,2201
"4339",1,2,0,0,134,2008,2626
"4340",1,1,301,0,0,2006,2768
"4341",2,1,367,293,0,2005,2079
"4342",1,1,298,375,0,2008,50239
"4343",1,2,298,314,0,2008,13185
"4344",1,1,356,377,0,2007,1518
"4345",1,1,298,0,273,2009,0
"4346",1,0,0,0,0,0,0
"4347",1,1,348,298,0,2007,1320
"4348",1,1,350,333,259,2009,1964
"4349",1,1,350,367,0,2007,2233
"4350",2,1,317,0,0,2003,1387
"4351",1,0,0,0,0,0,0
"4352",1,1,340,369,310,2007,1936
"4353",2,2,290,0,0,2004,2572
"4354",1,2,342,360,0,0,0
"4355",2,1,314,306,0,2005,2749
"4356",1,2,367,0,339,2006,0
"4357",1,1,374,367,0,2006,1506
"4358",1,1,298,0,264,2008,50213
"4359",1,2,0,0,258,2009,2832
"4360",1,2,297,0,0,2006,25901
"4361",1,2,367,369,0,2007,1881
"4362",2,0,0,0,0,0,0
"4363",2,2,319,0,181,2000,0
"4364",1,2,355,390,267,2007,1914
"4365",1,1,341,0,0,2006,0
"4366",2,1,382,0,0,2005,2135
"4367",1,2,317,313,293,2007,2960
"4368",1,1,336,0,0,2007,0
"4369",2,1,352,301,342,2005,50383
"4370",1,1,0,0,269,2009,1317
"4371",1,1,350,375,319,2007,1557
"4372",1,2,314,367,145,2008,809
"4373",1,1,341,0,324,2006,2426
"4374",2,1,319,0,0,2005,16385
"4375",2,0,368,0,0,0,0
"4376",1,1,368,0,0,2006,50262
"4377",1,1,368,0,0,2008,2388
"4378",1,1,375,314,265,2009,2969
"4379",1,1,355,0,269,2009,1310
"4380",1,1,375,294,270,2009,0
"4381",1,2,327,0,0,2006,1282
"4382",1,1,298,0,0,2006,0
"4383",1,2,381,302,278,2008,1942
"4384",2,2,367,0,0,2003,1666
"4385",1,2,340,0,0,2008,50643
"4386",1,2,326,0,0,2007,1909
"4387",1,2,327,0,0,2007,0
"4388",1,2,367,342,167,2005,2113
"4389",1,1,331,367,0,2007,2756
"4390",2,1,375,386,0,2005,2249
"4391",1,1,316,0,0,2008,2493
"4392",1,1,316,0,341,2006,2767
"4393",1,1,298,366,0,2008,2209
"4394",1,2,340,0,224,2007,0
"4395",2,1,375,0,0,2004,0
"4396",1,1,366,0,0,2007,2564
"4397",1,2,355,0,0,2006,2241
"4398",1,1,329,0,0,2005,3058
"4399",2,2,332,289,0,2004,0
"4400",1,1,367,0,257,2008,2363
"4401",1,1,348,374,143,2008,2041
"4402",1,1,0,0,0,2008,2803
"4403",1,2,355,368,256,2008,1279
"4404",1,2,319,0,219,2007,50042
"4405",1,1,367,0,0,2007,2666
"4406",1,1,316,0,0,2009,59524
"4407",1,2,298,0,178,2006,1279
"4408",1,1,301,0,139,2008,50363
"4409",1,2,349,339,0,0,0
"4410",1,1,350,329,0,2007,50098
"4411",2,2,371,333,0,2005,1268
"4412",2,2,298,319,345,2005,55640
"4413",1,1,355,299,0,2007,2468
"4414",1,2,340,355,0,2006,2823
"4415",1,2,0,0,0,2009,19968
"4416",1,2,319,0,323,2008,1608
"4417",1,2,297,363,0,2006,0
"4418",1,1,382,0,0,2005,2268
"4419",1,2,309,0,270,2009,2335
"4420",1,1,371,0,0,2007,2377
"4421",1,1,355,390,0,2007,2443
"4422",1,2,355,301,140,2007,1274
"4423",1,2,289,334,0,2008,15903
"4424",1,2,349,379,0,2007,0
"4425",1,0,0,0,0,0,0
"4426",1,2,367,391,259,2009,1965
"4427",2,1,363,0,0,2004,9321
"4428",1,2,355,0,0,2006,2028
"4429",1,1,355,0,0,2008,1420
"4430",1,2,355,390,259,2009,2760
"4431",2,2,374,386,0,2005,1465
"4432",1,1,340,393,352,2007,0
"4433",1,1,298,0,0,2006,2766
"4434",1,2,340,347,157,2007,1654
"4435",1,2,298,314,266,2009,51008
"4436",1,2,355,363,0,2008,23675
"4437",2,0,0,0,0,0,0
"4438",1,0,0,0,0,0,0
"4439",1,1,355,0,274,2009,2794
"4440",1,2,290,0,0,2005,2734
"4441",2,1,367,0,0,2005,2895
"4442",1,2,306,0,0,2008,2623
"4443",1,1,355,0,0,2007,1429
"4444",1,0,348,371,222,0,17264
"4445",1,2,329,0,0,2007,1909
"4446",1,2,356,0,0,2006,0
"4447",1,2,0,0,0,2009,2422
"4448",2,1,308,0,0,2003,55321
"4449",1,1,0,0,257,2009,1898
"4450",2,2,355,0,0,2005,1606
"4451",1,1,0,0,0,2005,1887
"4452",1,1,329,0,0,2008,2881
"4453",1,2,298,0,352,2007,2753
"4454",1,1,355,0,0,0,1603
"4455",1,1,331,0,312,2006,4005
"4456",1,2,298,0,0,2008,1584
"4457",1,0,309,334,0,0,2849
"4458",2,1,298,350,0,2005,1490
"4459",1,1,0,0,266,2009,1333
"4460",1,2,355,336,128,2007,1658
"4461",1,2,293,341,0,2005,2021
"4462",1,2,379,0,266,2009,2596
"4463",1,1,341,0,0,2007,3004
"4464",1,1,302,374,0,2006,3034
"4465",1,1,355,0,273,2009,2374
"4466",1,2,341,390,0,2006,52088
"4467",2,1,367,329,0,2005,1462
"4468",1,1,292,345,0,2007,2705
"4469",1,1,355,0,0,2008,1320
"4470",1,1,367,379,273,2009,1268
"4471",1,1,355,0,0,0,2325
"4472",2,1,349,375,0,2005,1355
"4473",1,2,375,0,323,2006,51804
"4474",1,1,352,0,323,2008,3979
"4475",1,2,390,354,0,2008,1795
"4476",1,2,301,316,147,2008,2769
"4477",1,2,317,0,0,2008,2752
"4478",1,2,319,314,136,2008,50168
"4479",1,1,291,293,270,0,2665
"4480",5,2,393,0,0,2007,15864
"4481",1,1,367,371,0,2005,2015
"4482",1,2,327,326,0,2007,1552
"4483",1,2,355,0,0,2006,3118
"4484",1,2,382,0,0,2005,2522
"4485",1,1,341,0,0,2006,50499
"4486",1,0,334,0,0,0,0
"4487",1,1,0,0,0,2009,3080
"4488",1,1,306,0,0,2006,2569
"4489",1,2,351,0,307,2006,0
"4490",1,2,0,0,0,2008,0
"4491",2,0,0,0,0,0,0
"4492",1,1,298,314,128,2007,2686
"4493",2,1,368,0,0,2005,1268
"4494",1,1,311,0,0,2006,2557
"4495",1,0,374,0,0,2007,2342
"4496",1,2,329,308,0,2006,1421
"4497",1,2,319,0,323,2008,2702
"4498",1,1,366,295,0,2007,1380
"4499",1,2,308,298,257,2008,50504
"4500",1,1,0,0,274,2009,50732
"4501",1,1,355,0,219,2007,0
"4502",5,2,386,349,0,0,2022
"4503",5,2,382,0,0,2009,3052
"4504",1,1,352,378,323,2007,1311
"4505",1,2,338,372,0,2006,1808
"4506",1,1,337,0,0,2006,2314
"4507",1,2,319,312,0,2006,50864
"4508",1,1,373,329,0,2007,2599
"4509",1,1,0,0,273,2009,0
"4510",1,1,0,0,265,2009,2455
"4511",1,1,311,367,273,2009,50138
"4512",2,1,368,0,0,2005,2203
"4513",2,2,0,0,0,2004,23308
"4514",1,2,300,0,0,2008,53639
"4515",1,1,298,291,0,2007,2572
"4516",1,2,319,314,224,2006,1763
"4517",1,2,319,0,323,2008,2882
"4518",1,0,0,0,0,0,0
"4519",2,1,355,0,0,2005,2788
"4520",1,2,0,0,273,2009,758
"4521",2,2,323,324,156,2003,3029
"4522",1,1,382,0,0,2007,2272
"4523",1,2,370,0,178,0,0
"4524",1,2,314,357,263,2008,2572
"4525",1,1,340,377,0,2006,50846
"4526",1,2,314,0,0,2007,50152
"4527",1,2,293,350,0,2008,1344
"4528",2,1,341,0,0,2005,2349
"4529",2,2,319,298,271,2003,1725
"4530",2,1,367,371,0,2005,2223
"4531",2,0,291,0,0,2005,2597
"4532",1,2,388,0,237,2007,3016
"4533",1,0,0,0,0,0,0
"4534",1,2,342,298,273,2009,2725
"4535",1,1,355,357,256,2009,2303
"4536",1,1,351,0,261,0,2976
"4537",1,1,351,365,273,2009,2377
"4538",2,2,369,0,0,0,0
"4539",1,1,292,0,0,2007,2824
"4540",1,2,293,377,0,2007,50152
"4541",1,1,329,367,0,2006,1389
"4542",1,2,365,0,285,2008,50086
"4543",1,1,290,386,218,2006,51227
"4544",1,1,374,332,0,2005,2325
"4545",1,1,355,341,0,0,50975
"4546",1,1,301,341,323,2008,2702
"4547",1,1,371,367,0,2006,0
"4548",1,1,350,0,220,2005,1310
"4549",1,1,298,368,0,2008,0
"4550",2,1,329,0,0,2004,2508
"4551",1,1,311,381,327,2007,1577
"4552",1,0,298,0,318,2006,2105
"4553",2,0,319,393,0,0,2674
"4554",1,1,355,390,0,2009,0
"4555",1,1,363,0,0,2007,1389
"4556",1,2,355,368,259,2009,2794
"4557",5,2,316,301,0,0,0
"4558",2,1,311,0,0,2005,2749
"4559",2,1,355,332,0,2005,1949
"4560",2,1,342,377,0,2005,1936
"4561",1,2,351,314,268,2009,0
"4562",2,2,314,298,0,2005,1429
"4563",1,2,317,322,273,2009,2049
"4564",1,1,355,382,0,2008,1269
"4565",1,2,342,301,0,2005,0
"4566",1,2,314,298,265,2009,3041
"4567",1,2,0,0,129,0,2623
"4568",1,1,382,0,273,2006,9533
"4569",1,1,377,0,0,2007,52730
"4570",1,2,367,366,0,2006,0
"4571",1,2,0,0,287,0,2617
"4572",2,1,352,0,0,2005,2326
"4573",1,1,341,390,268,2009,1606
"4574",1,2,341,333,0,2005,2677
"4575",1,1,355,0,0,2009,1473
"4576",2,1,319,0,143,2002,3052
"4577",1,1,298,314,0,2006,2490
"4578",5,0,0,0,0,0,0
"4579",5,2,301,355,0,0,11348
"4580",1,2,375,342,0,2007,0
"4581",1,2,367,314,0,2006,2232
"4582",2,1,367,0,0,2004,0
"4583",2,1,355,0,0,2005,2705
"4584",2,2,355,329,0,2005,1694
"4585",1,0,0,0,0,0,0
"4586",2,2,379,294,162,2004,1936
"4587",1,1,293,386,0,2006,2340
"4588",1,1,0,0,0,0,0
"4589",1,1,367,0,0,0,50193
"4590",1,2,315,298,263,2009,1486
"4591",1,1,314,0,0,2008,2587
"4592",1,1,375,0,0,2005,2549
"4593",1,2,340,0,263,2009,2973
"4594",1,2,298,0,0,2005,1279
"4595",1,2,355,381,0,2007,21374
"4596",3,2,390,391,345,2006,51800
"4597",2,2,308,340,0,1993,1577
"4598",1,1,367,290,320,2008,3029
"4599",1,2,314,0,271,2007,1297
"4600",1,2,341,0,297,2007,0
"4601",1,1,372,329,219,2005,0
"4602",1,2,357,0,0,0,0
"4603",1,2,0,0,259,2009,50257
"4604",1,2,355,0,260,2009,2505
"4605",5,2,319,0,0,0,0
"4606",1,1,367,0,0,2006,0
"4607",5,2,289,303,0,0,3735
"4608",1,1,355,303,257,2009,1736
"4609",2,1,368,374,0,2005,3057
"4610",1,1,390,382,274,2009,50864
"4611",2,1,314,0,0,2005,1996
"4612",1,2,307,309,0,2007,25843
"4613",1,2,341,0,0,2007,2644
"4614",1,1,296,0,0,2007,2182
"4615",1,1,319,0,0,2007,50112
"4616",1,2,298,292,266,2009,50054
"4617",1,1,298,0,0,2006,55383
"4618",1,2,0,0,298,2008,2230
"4619",1,1,340,0,314,2008,1887
"4620",1,1,360,388,144,0,51874
"4621",1,1,341,0,0,2007,1305
"4622",1,2,319,0,0,2005,52555
"4623",1,2,291,0,158,2005,2355
"4624",1,1,298,329,0,2007,2439
"4625",3,0,353,355,0,1937,2702
"4626",1,1,290,377,196,2005,2253
"4627",1,1,298,378,0,2007,50792
"4628",2,2,319,0,0,2004,2573
"4629",1,0,0,0,0,0,0
"4630",1,2,327,0,0,2005,16621
"4631",1,1,368,386,0,2006,50746
"4632",2,1,367,298,189,0,1509
"4633",1,2,324,352,272,2008,0
"4634",1,1,0,0,0,2008,1487
"4635",1,1,353,377,0,2009,2997
"4636",1,1,292,383,0,2005,50676
"4637",1,2,344,0,181,2007,3103
"4638",1,1,392,377,0,2006,1384
"4639",1,1,355,0,0,2007,1702
"4640",1,2,317,292,262,2009,0
"4641",1,2,0,0,261,2009,56377
"4642",2,2,308,351,0,2005,1730
"4643",1,2,355,0,144,2008,2868
"4644",1,1,306,355,264,2009,1649
"4645",1,2,298,378,0,2008,1734
"4646",5,2,383,317,205,2006,26459
"4647",1,2,327,326,132,2008,2686
"4648",1,1,353,0,0,2006,2767
"4649",1,2,333,332,0,2008,2209
"4650",1,1,368,0,257,2009,55170
"4651",2,1,360,0,0,2005,1606
"4652",1,2,383,292,0,2007,1490
"4653",1,2,308,344,0,2007,50101
"4654",1,2,292,0,0,2006,1293
"4655",2,2,355,381,0,2005,1912
"4656",1,1,350,377,0,2007,2449
"4657",1,1,366,314,197,2006,2623
"4658",1,0,0,0,0,0,0
"4659",1,2,340,367,273,2009,3030
"4660",2,2,306,338,0,2004,0
"4661",2,1,385,350,0,0,2038
"4662",1,2,319,0,0,2008,2561
"4663",1,2,300,0,297,2006,2917
"4664",1,2,311,340,328,2007,1738
"4665",2,2,368,0,0,2005,50152
"4666",1,1,0,0,272,2008,24657
"4667",2,2,384,0,0,2005,1279
"4668",1,1,298,377,314,2007,50091
"4669",2,1,329,340,315,2005,0
"4670",1,2,366,335,138,2007,0
"4671",1,1,366,333,273,0,0
"4672",1,2,355,0,266,2009,2832
